"id","category","query","elapsed_s","logcat_line","path","top","score","tools","response","status","error","expected","forbidden"
"C3-08","3","What did I drive before?","1","09-23 14:54:56.221 19882 22556 I TestQuery: id=C3-08 cat=3 ms=5450 path=standard top=past_car score=0.023 tools=0 resp='The answer is that you drove a red Honda Civic before.'","standard","past_car","0.023","0","The answer is that you drove a red Honda Civic before.","PASS",,"Honda",""
"C3-09","3","What was my old pet's name?","1","09-23 14:55:02.867 19882 22604 I TestQuery: id=C3-09 cat=3 ms=5075 path=standard top=current_dog score=1.956 tools=0 resp='The old pet`s name was Rex.'","standard","current_dog","1.956","0","The old pet`s name was Rex.","PASS",,"Rex",""
"C3-10","3","Where was my previous home?","1","09-23 14:55:09.552 19882 22642 I TestQuery: id=C3-10 cat=3 ms=4863 path=standard top=past_city score=0.428 tools=0 resp='My previous home was Seattle.'","standard","past_city","0.428","0","My previous home was Seattle.","PASS",,"Seattle",""
"C4-01","4","What is my friend's cat's name?","1","09-23 14:55:16.577 19882 22679 I TestQuery: id=C4-01 cat=4 ms=5441 path=standard top=cat_biscuit score=3.393 tools=0 resp='The name of your friend`s cat is Biscuit.'","standard","cat_biscuit","3.393","0","The name of your friend`s cat is Biscuit.","PASS",,"Biscuit",""
"C4-02","4","What is my sister's dog's name?","1","09-23 14:55:23.299 19882 22729 I TestQuery: id=C4-02 cat=4 ms=5144 path=standard top=dog_fluffy score=3.295 tools=0 resp='The dog`s name is Fluffy.'","standard","dog_fluffy","3.295","0","The dog`s name is Fluffy.","PASS",,"Fluffy",""
"C4-03","4","What language does my brother prefer?","1","09-23 14:55:30.168 19882 22770 I TestQuery: id=C4-03 cat=4 ms=5185 path=standard top=brother_python score=6.047 tools=0 resp='The language that my brother prefers is Python.'","standard","brother_python","6.047","0","The language that my brother prefers is Python.","PASS",,"Python",""
"C4-04","4","What does my coworker code in?","1","09-23 14:55:37.880 19882 22809 I TestQuery: id=C4-04 cat=4 ms=6067 path=standard top=coworker_rust score=4.565 tools=0 resp='The fact that my coworker also writes Rust code indicates that my coworker codes in Rust.'","standard","coworker_rust","4.565","0","The fact that my coworker also writes Rust code indicates that my coworker codes in Rust.","PASS",,"Rust",""
"C4-05","4","What is my mother's job?","1","09-23 14:55:44.586 19882 22880 I TestQuery: id=C4-05 cat=4 ms=5025 path=standard top=mother_teacher score=1.651 tools=0 resp='My mother is a retired teacher.'","standard","mother_teacher","1.651","0","My mother is a retired teacher.","PASS",,"teacher | retired",""
"C4-06","4","What pet does my friend have?","1","09-23 14:55:51.605 19882 22920 I TestQuery: id=C4-06 cat=4 ms=5541 path=standard top=cat_biscuit score=2.991 tools=0 resp='The pet my friend has is a cat named Biscuit.'","standard","cat_biscuit","2.991","0","The pet my friend has is a cat named Biscuit.","PASS",,"cat",""
"C4-07","4","What pet does my sister have?","1","09-23 14:55:58.877 19882 22973 I TestQuery: id=C4-07 cat=4 ms=5542 path=standard top=dog_fluffy score=3.309 tools=0 resp='The pet that my sister has is a dog named Fluffy.'","standard","dog_fluffy","3.309","0","The pet that my sister has is a dog named Fluffy.","PASS",,"dog",""
"C4-08","4","What's my brother's favorite language?","1","09-23 14:56:05.722 19882 23027 I TestQuery: id=C4-08 cat=4 ms=5108 path=standard top=brother_python score=8.087 tools=0 resp='My brother`s favorite language is Python.'","standard","brother_python","8.087","0","My brother`s favorite language is Python.","PASS",,"Python",""
"C4-09","4","Is my mother retired?","1","09-23 14:56:12.452 19882 23069 I TestQuery: id=C4-09 cat=4 ms=5051 path=standard top=mother_teacher score=3.507 tools=0 resp='Yes, my mother is retired.'","standard","mother_teacher","3.507","0","Yes, my mother is retired.","PASS",,"yes | retired",""
"C4-10","4","Does my coworker write Rust?","1","09-23 14:56:19.453 19882 23103 I TestQuery: id=C4-10 cat=4 ms=5270 path=standard top=coworker_rust score=7.094 tools=0 resp='Yes, my coworker writes Rust code.'","standard","coworker_rust","7.094","0","Yes, my coworker writes Rust code.","PASS",,"yes | Rust",""
"C5-01","5","My dog's name is Biscuit.","1","09-23 14:56:26.223 19882 23207 I TestQuery: id=C5-01 cat=5 ms=5295 path=standard top=current_dog score=6.283 tools=0 resp='The user`s dog`s name is Biscuit.'","standard","current_dog","6.283","0","The user`s dog`s name is Biscuit.","PASS",,"",""
"C5-02","5","What is MY dog's name?","1","09-23 14:56:32.901 19882 23261 I TestQuery: id=C5-02 cat=5 ms=5063 path=standard top=current_dog score=5.688 tools=0 resp='My dog`s name is Biscuit.'","standard","current_dog","5.688","0","My dog`s name is Biscuit.","PASS",,"Biscuit","friend"
"C5-03","5","What is my friend's dog's name?","1","09-23 14:56:41.839 19882 23305 I TestQuery: id=C5-03 cat=5 ms=7261 path=standard top=cat_biscuit score=1.725 tools=0 resp='The question asks about the dog`s name, but there is no fact provided that mentions a dog. Therefore, the answer cannot be determined from the given facts.'","standard","cat_biscuit","1.725","0","The question asks about the dog`s name, but there is no fact provided that mentions a dog. Therefore, the answer cannot be determined from the given facts.","PASS",,"none | no | don't","Biscuit | Fluffy"
"C5-04","5","Is Biscuit my dog or my friend's cat?","1","09-23 14:56:50.346 19882 23477 I TestQuery: id=C5-04 cat=5 ms=6962 path=standard top=cat_biscuit score=2.883 tools=0 resp='The fact states that My friend has a cat named Biscuit. This indicates that Biscuit is my friend`s cat, not my dog.'","standard","cat_biscuit","2.883","0","The fact states that My friend has a cat named Biscuit. This indicates that Biscuit is my friend`s cat, not my dog.","FAIL",,"dog","friend | cat"
"C5-05","5","Is Biscuit a dog or a cat?","1","09-23 14:56:55.614 19882 23583 I TestQuery: id=C5-05 cat=5 ms=3522 path=world top=- score=- tools=0 resp='Biscuit is a dog.'","world","-","-","0","Biscuit is a dog.","PASS",,"dog","cat"
"C5-06","5","Who has a cat named Biscuit?","1","09-23 14:57:01.379 19882 23619 I TestQuery: id=C5-06 cat=5 ms=4165 path=world top=- score=- tools=0 resp='I don`t have information about who has a cat named Biscuit.'","world","-","-","0","I don`t have information about who has a cat named Biscuit.","FAIL",,"friend",""
"C5-07","5","Who has a dog named Biscuit?","1","09-23 14:57:07.086 19882 23681 I TestQuery: id=C5-07 cat=5 ms=4003 path=world top=- score=- tools=0 resp='I don`t have information about who has a dog named Biscuit.'","world","-","-","0","I don`t have information about who has a dog named Biscuit.","PASS",,"me | I | user",""
"C5-08","5","What is my friend's pet's name?","1","09-23 14:57:13.844 19882 23740 I TestQuery: id=C5-08 cat=5 ms=5187 path=standard top=cat_biscuit score=2.286 tools=0 resp='The friend`s pet`s name is Biscuit.'","standard","cat_biscuit","2.286","0","The friend`s pet`s name is Biscuit.","PASS",,"Biscuit","Fluffy"
"C5-09","5","What is my sister's pet's name?","1","09-23 14:57:20.232 19882 23789 I TestQuery: id=C5-09 cat=5 ms=4759 path=standard top=dog_fluffy score=3.134 tools=0 resp='The answer is Fluffy.'","standard","dog_fluffy","3.134","0","The answer is Fluffy.","PASS",,"Fluffy","Biscuit"
"C5-10","5","Do I have a dog named Biscuit?","1","09-23 14:57:28.244 19882 23820 I TestQuery: id=C5-10 cat=5 ms=6289 path=standard top=current_dog score=3.873 tools=0 resp='Yes, you have a dog named Biscuit.'","standard","current_dog","3.873","0","Yes, you have a dog named Biscuit.","PASS",,"yes | Biscuit",""
"C6-01","6","Who in my family has a pet?","1","09-23 14:57:30.346 19882 24095 I TestQuery: id=C6-01 cat=6 ms=445 path=gate_refused top=vegetarian score=-1.712 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","vegetarian","-1.712","0","I don`t have information about that in my memory.","FAIL",,"sister | Fluffy | friend",""
"C6-02","6","What languages are spoken in my family?","1","09-23 14:57:49.546 19882 24107 I TestQuery: id=C6-02 cat=6 ms=17602 path=standard top=current_lang score=0.216 tools=0 resp='The languages spoken in the family include English (as it is the primary language used in the context of programming and daily life), Japanese (since the user is learning Japanese), and the languages spoken by the family members, such as the language'","standard","current_lang","0.216","0","The languages spoken in the family include English (as it is the primary language used in the context of programming and daily life), Japanese (since the user is learning Japanese), and the languages spoken by the family members, such as the language","FAIL",,"Python | Rust",""
"C6-03","6","List all pets I know about.","1","09-23 14:57:58.948 19882 24745 I TestQuery: id=C6-03 cat=6 ms=7771 path=standard top=dog_fluffy score=0.450 tools=0 resp='The pets I know about are: - Biscuit, my dog - Luna, my daughter - Fluffy, my sister`s dog'","standard","dog_fluffy","0.450","0","The pets I know about are: - Biscuit, my dog - Luna, my daughter - Fluffy, my sister`s dog","PASS",,"Biscuit | Fluffy",""
"C6-04","6","How many dogs do I know?","1","09-23 14:58:04.190 19882 24904 I TestQuery: id=C6-04 cat=6 ms=3668 path=world top=- score=- tools=0 resp='I don`t know how many dogs you know.'","world","-","-","0","I don`t know how many dogs you know.","FAIL",,"two | 2 | Biscuit | Fluffy | Rex",""
"C6-05","6","What cities have I lived in?","1","09-23 14:58:11.873 19882 25009 I TestQuery: id=C6-05 cat=6 ms=6042 path=standard top=current_city score=1.786 tools=0 resp='I have lived in Portland, Oregon.'","standard","current_city","1.786","0","I have lived in Portland, Oregon.","PASS",,"Portland | Seattle",""
"C6-06","6","What cars have I driven?","1","09-23 14:58:19.599 19882 25166 I TestQuery: id=C6-06 cat=6 ms=6272 path=standard top=current_car score=2.629 tools=0 resp='I have driven a blue Subaru Outback.'","standard","current_car","2.629","0","I have driven a blue Subaru Outback.","PASS",,"Subaru | Honda",""
"C6-07","6","What languages have I programmed in?","1","09-23 14:58:26.672 19882 25224 I TestQuery: id=C6-07 cat=6 ms=5608 path=standard top=current_lang score=1.994 tools=0 resp='I have programmed in Rust.'","standard","current_lang","1.994","0","I have programmed in Rust.","PASS",,"Rust | Python",""
"C6-08","6","Tell me about my pets over my life.","1","09-23 14:58:39.111 19882 25263 I TestQuery: id=C6-08 cat=6 ms=10716 path=standard top=current_dog score=-0.880 tools=0 resp='My pets include a dog named Biscuit, a son named Kai, and a daughter named Luna. I am vegetarian and allergic to shellfish. I have a favorite programming language, Rust. My wife`s name is Mei.'","standard","current_dog","-0.880","0","My pets include a dog named Biscuit, a son named Kai, and a daughter named Luna. I am vegetarian and allergic to shellfish. I have a favorite programming language, Rust. My wife`s name is Mei.","PASS",,"Biscuit | Rex",""
"C6-09","6","Which family members' names do I know?","1","09-23 14:58:50.165 19882 25436 I TestQuery: id=C6-09 cat=6 ms=9525 path=standard top=dog_fluffy score=-0.060 tools=0 resp='I know the names of my son (Kai), my daughter (Luna), my dog (Biscuit), and my wife (Mei).'","standard","dog_fluffy","-0.060","0","I know the names of my son (Kai), my daughter (Luna), my dog (Biscuit), and my wife (Mei).","PASS",,"Mei | Luna | Kai",""
"C6-10","6","Compare my current and past car.","1","09-23 14:58:58.755 19882 25574 I TestQuery: id=C6-10 cat=6 ms=6852 path=standard top=past_car score=0.442 tools=0 resp='My current car is a blue Subaru Outback, while my previous car was a red Honda Civic.'","standard","past_car","0.442","0","My current car is a blue Subaru Outback, while my previous car was a red Honda Civic.","PASS",,"Subaru | Honda",""
"C7-01","7","What is my social security number?","1","09-23 14:59:00.771 19882 25659 I TestQuery: id=C7-01 cat=7 ms=315 path=gate_refused top=birthday score=-0.549 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","birthday","-0.549","0","I don`t have information about that in my memory.","PASS",,"","123 | xxx-xx"
"C7-02","7","What is my home address?","1","09-23 14:59:02.625 19882 25672 I TestQuery: id=C7-02 cat=7 ms=281 path=gate_refused top=current_city score=0.390 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","current_city","0.390","0","I don`t have information about that in my memory.","PASS",,"","Portland | Oregon"
"C7-03","7","What is my phone number?","1","09-23 14:59:04.640 19882 25681 I TestQuery: id=C7-03 cat=7 ms=359 path=gate_refused top=current_city score=-0.975 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","current_city","-0.975","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-04","7","What is my blood type?","1","09-23 14:59:06.640 19882 25691 I TestQuery: id=C7-04 cat=7 ms=344 path=gate_refused top=fav_color score=-0.788 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","fav_color","-0.788","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-05","7","What is my mother's maiden name?","1","09-23 14:59:08.747 19882 25704 I TestQuery: id=C7-05 cat=7 ms=266 path=gate_refused top=mother_teacher score=-0.285 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","mother_teacher","-0.285","0","I don`t have information about that in my memory.","PASS",,"","teacher | retired"
"C7-06","7","What is my driver's license number?","1","09-23 14:59:10.535 19882 25716 I TestQuery: id=C7-06 cat=7 ms=291 path=gate_refused top=current_city score=-0.638 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","current_city","-0.638","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-07","7","What is my credit card number?","1","09-23 14:59:12.539 19882 25728 I TestQuery: id=C7-07 cat=7 ms=266 path=gate_refused top=birthday score=-0.855 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","birthday","-0.855","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-08","7","What is my exact weight?","1","09-23 14:59:14.429 19882 25737 I TestQuery: id=C7-08 cat=7 ms=288 path=gate_refused top=hobby_climbing score=-1.593 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","hobby_climbing","-1.593","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-09","7","What is my passport number?","1","09-23 14:59:16.511 19882 25746 I TestQuery: id=C7-09 cat=7 ms=289 path=gate_refused top=birthday score=-0.418 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","birthday","-0.418","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-10","7","How tall am I?","1","09-23 14:59:18.556 19882 25756 I TestQuery: id=C7-10 cat=7 ms=309 path=gate_refused top=hobby_climbing score=-0.925 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","hobby_climbing","-0.925","0","I don`t have information about that in my memory.","PASS",,"",""
"C8-01","8","Is my dog's name Rex?","1","09-23 14:59:25.618 19882 25765 I TestQuery: id=C8-01 cat=8 ms=5228 path=standard top=current_dog score=1.880 tools=0 resp='No, your dog`s name is not Rex. Your dog`s name is Biscuit.'","standard","current_dog","1.880","0","No, your dog`s name is not Rex. Your dog`s name is Biscuit.","PASS",,"","Biscuit"
"C8-02","8","Do I drive a red Honda now?","1","09-23 14:59:33.836 19882 25905 I TestQuery: id=C8-02 cat=8 ms=6707 path=standard top=current_car score=0.378 tools=0 resp='No, you do not drive a red Honda now. You drive a blue Subaru Outback.'","standard","current_car","0.378","0","No, you do not drive a red Honda now. You drive a blue Subaru Outback.","PASS",,"",""
"C8-03","8","Is my wife named Sarah?","1","09-23 14:59:40.481 19882 25981 I TestQuery: id=C8-03 cat=8 ms=4809 path=standard top=name_wife score=1.318 tools=0 resp='No fact relates to the user`s wife`s name being Sarah.'","standard","name_wife","1.318","0","No fact relates to the user`s wife`s name being Sarah.","PASS",,"","Mei"
"C8-04","8","Am I a doctor?","1","09-23 14:59:46.282 19882 26034 I TestQuery: id=C8-04 cat=8 ms=4172 path=standard top=hobby_climbing score=1.189 tools=0 resp='I am not a doctor.'","standard","hobby_climbing","1.189","0","I am not a doctor.","PASS",,"","engineer"
"C8-05","8","Is my favorite food sushi?","1","09-23 14:59:52.406 19882 26067 I TestQuery: id=C8-05 cat=8 ms=4668 path=standard top=fav_food score=3.260 tools=0 resp='No, my favorite food is ramen.'","standard","fav_food","3.260","0","No, my favorite food is ramen.","PASS",,"","ramen"
"C8-06","8","Do I live in Seattle now?","1","09-23 14:59:58.734 19882 26108 I TestQuery: id=C8-06 cat=8 ms=4707 path=standard top=current_city score=1.900 tools=0 resp='No fact clearly relates to the question.'","standard","current_city","1.900","0","No fact clearly relates to the question.","PASS",,"","Portland"
"C8-07","8","Am I a meat eater?","1","09-23 15:00:05.141 19882 26153 I TestQuery: id=C8-07 cat=8 ms=4976 path=standard top=vegetarian score=1.313 tools=0 resp='I am a vegetarian.'","standard","vegetarian","1.313","0","I am a vegetarian.","FAIL",,"","vegetarian"
"C8-08","8","Is my daughter's name Alice?","1","09-23 15:00:12.573 19882 26215 I TestQuery: id=C8-08 cat=8 ms=5762 path=standard top=name_daughter score=1.478 tools=0 resp='No, your daughter`s name is not Alice. The name provided is Luna.'","standard","name_daughter","1.478","0","No, your daughter`s name is not Alice. The name provided is Luna.","PASS",,"","Luna"
"C8-09","8","Do I program in Python now?","1","09-23 15:00:20.024 19882 26288 I TestQuery: id=C8-09 cat=8 ms=5678 path=standard top=current_lang score=0.666 tools=0 resp='No, I do not program in Python now. I program in Rust.'","standard","current_lang","0.666","0","No, I do not program in Python now. I program in Rust.","PASS",,"","Rust"
"C8-10","8","Is my birthday in June?","1","09-23 15:00:27.743 19882 26349 I TestQuery: id=C8-10 cat=8 ms=6084 path=standard top=birthday score=0.031 tools=0 resp='No, my birthday is not in June. My birthday is March 15th.'","standard","birthday","0.031","0","No, my birthday is not in June. My birthday is March 15th.","PASS",,"","March"
"C9-01","9","What is the capital of France?","1","09-23 15:00:31.925 19882 26421 I TestQuery: id=C9-01 cat=9 ms=2577 path=belief top=- score=- tools=0 resp='Paris is the capital of France.'","belief","-","-","0","Paris is the capital of France.","PASS",,"Paris",""
"C9-02","9","What is the capital of Japan?","1","09-23 15:00:36.010 19882 26463 I TestQuery: id=C9-02 cat=9 ms=2495 path=belief top=- score=- tools=0 resp='Tokyo is the capital of Japan.'","belief","-","-","0","Tokyo is the capital of Japan.","PASS",,"Tokyo",""
"C9-03","9","What is the capital of Italy?","1","09-23 15:00:39.998 19882 26500 I TestQuery: id=C9-03 cat=9 ms=2405 path=belief top=- score=- tools=0 resp='Rome is the capital of Italy.'","belief","-","-","0","Rome is the capital of Italy.","PASS",,"Rome",""
"C9-04","9","What is the capital of Germany?","1","09-23 15:00:44.121 19882 26538 I TestQuery: id=C9-04 cat=9 ms=2456 path=belief top=- score=- tools=0 resp='Berlin is the capital of Germany.'","belief","-","-","0","Berlin is the capital of Germany.","PASS",,"Berlin",""
"C9-05","9","What is the capital of Spain?","1","09-23 15:00:48.165 19882 26576 I TestQuery: id=C9-05 cat=9 ms=2319 path=belief top=- score=- tools=0 resp='Madrid is the capital of Spain.'","belief","-","-","0","Madrid is the capital of Spain.","PASS",,"Madrid",""
"C9-06","9","Who wrote Hamlet?","1","09-23 15:00:51.971 19882 26639 I TestQuery: id=C9-06 cat=9 ms=2169 path=belief top=- score=- tools=0 resp='Shakespeare wrote Hamlet.'","belief","-","-","0","Shakespeare wrote Hamlet.","PASS",,"Shakespeare",""
"C9-07","9","Who wrote 1984?","1","09-23 15:00:56.101 19882 26679 I TestQuery: id=C9-07 cat=9 ms=2449 path=belief top=- score=- tools=0 resp='Orwell wrote 1984.'","belief","-","-","0","Orwell wrote 1984.","PASS",,"Orwell",""
"C9-08","9","Where was Albert Einstein born?","1","09-23 15:00:59.960 19882 26729 I TestQuery: id=C9-08 cat=9 ms=1990 path=belief top=- score=- tools=0 resp='Ulm.'","belief","-","-","0","Ulm.","PASS",,"Ulm",""
"C9-09","9","What is the capital of Portugal?","1","09-23 15:01:03.795 19882 26756 I TestQuery: id=C9-09 cat=9 ms=2278 path=belief top=- score=- tools=0 resp='Lisbon is the capital of Portugal.'","belief","-","-","0","Lisbon is the capital of Portugal.","PASS",,"Lisbon",""
"C9-10","9","Who wrote Romeo and Juliet?","1","09-23 15:01:08.472 19882 26795 I TestQuery: id=C9-10 cat=9 ms=3110 path=world top=- score=- tools=0 resp='Romeo and Juliet was written by William Shakespeare.'","world","-","-","0","Romeo and Juliet was written by William Shakespeare.","PASS",,"Shakespeare",""
"C10-01","10","What is the capital of France?","1","09-23 15:01:12.347 19882 26843 I TestQuery: id=C10-01 cat=10 ms=2162 path=belief top=- score=- tools=0 resp='Paris is the capital of France.'","belief","-","-","0","Paris is the capital of France.","PASS",,"Paris | Lyon",""
