"id","category","query","elapsed_s","logcat_line","path","top","score","tools","response","status","error","expected","forbidden"
"C4-04","4","What does my coworker code in?","1","09-23 15:17:48.310  2349  5983 I TestQuery: id=C4-04 cat=4 ms=6993 path=standard top=coworker_rust score=4.565 tools=0 resp='The fact that my coworker also writes Rust code indicates that my coworker codes in Rust.'","standard","coworker_rust","4.565","0","The fact that my coworker also writes Rust code indicates that my coworker codes in Rust.","PASS",,"Rust",""
"C4-05","4","What is my mother's job?","1","09-23 15:17:55.911  2349  6057 I TestQuery: id=C4-05 cat=4 ms=5895 path=standard top=mother_teacher score=1.651 tools=0 resp='My mother is a retired teacher.'","standard","mother_teacher","1.651","0","My mother is a retired teacher.","PASS",,"teacher | retired",""
"C4-06","4","What pet does my friend have?","1","09-23 15:18:04.140  2349  6100 I TestQuery: id=C4-06 cat=4 ms=6701 path=standard top=cat_biscuit score=2.991 tools=0 resp='The pet my friend has is a cat named Biscuit.'","standard","cat_biscuit","2.991","0","The pet my friend has is a cat named Biscuit.","PASS",,"cat",""
"C4-07","4","What pet does my sister have?","1","09-23 15:18:12.246  2349  6163 I TestQuery: id=C4-07 cat=4 ms=6338 path=standard top=dog_fluffy score=3.309 tools=0 resp='The answer is: My sister has a dog named Fluffy.'","standard","dog_fluffy","3.309","0","The answer is: My sister has a dog named Fluffy.","PASS",,"dog",""
"C4-08","4","What's my brother's favorite language?","1","09-23 15:18:19.491  2349  6221 I TestQuery: id=C4-08 cat=4 ms=5647 path=standard top=brother_python score=8.087 tools=0 resp='My brother`s favorite language is Python.'","standard","brother_python","8.087","0","My brother`s favorite language is Python.","PASS",,"Python",""
"C4-09","4","Is my mother retired?","1","09-23 15:18:26.647  2349  6259 I TestQuery: id=C4-09 cat=4 ms=5540 path=standard top=mother_teacher score=3.507 tools=0 resp='Yes, my mother is retired.'","standard","mother_teacher","3.507","0","Yes, my mother is retired.","PASS",,"yes | retired",""
"C4-10","4","Does my coworker write Rust?","1","09-23 15:18:34.154  2349  6298 I TestQuery: id=C4-10 cat=4 ms=5901 path=standard top=coworker_rust score=7.094 tools=0 resp='Yes, my coworker writes Rust code.'","standard","coworker_rust","7.094","0","Yes, my coworker writes Rust code.","PASS",,"yes | Rust",""
"C5-01","5","My dog's name is Biscuit.","1","09-23 15:18:41.562  2349  6343 I TestQuery: id=C5-01 cat=5 ms=5771 path=standard top=current_dog score=6.283 tools=0 resp='The user`s dog`s name is Biscuit.'","standard","current_dog","6.283","0","The user`s dog`s name is Biscuit.","PASS",,"",""
"C5-02","5","What is MY dog's name?","1","09-23 15:18:48.927  2349  6402 I TestQuery: id=C5-02 cat=5 ms=5636 path=standard top=current_dog score=5.688 tools=0 resp='My dog`s name is Biscuit.'","standard","current_dog","5.688","0","My dog`s name is Biscuit.","PASS",,"Biscuit","friend"
"C5-03","5","What is my friend's dog's name?","1","09-23 15:18:58.615  2349  6518 I TestQuery: id=C5-03 cat=5 ms=8270 path=standard top=cat_biscuit score=1.725 tools=0 resp='The question asks about the name of a dog, but there is no fact provided that mentions a dog. Therefore, the answer cannot be determined from the given facts.'","standard","cat_biscuit","1.725","0","The question asks about the name of a dog, but there is no fact provided that mentions a dog. Therefore, the answer cannot be determined from the given facts.","PASS",,"none | no | don't","Biscuit | Fluffy"
"C5-04","5","Is Biscuit my dog or my friend's cat?","1","09-23 15:19:08.253  2349  6719 I TestQuery: id=C5-04 cat=5 ms=8042 path=standard top=cat_biscuit score=2.883 tools=0 resp='The fact states that My friend has a cat named Biscuit. This implies that Biscuit is my friend`s cat, not my dog.'","standard","cat_biscuit","2.883","0","The fact states that My friend has a cat named Biscuit. This implies that Biscuit is my friend`s cat, not my dog.","FAIL",,"dog","friend | cat"
"C5-05","5","Is Biscuit a dog or a cat?","1","09-23 15:19:13.688  2349  6860 I TestQuery: id=C5-05 cat=5 ms=3799 path=world top=- score=- tools=0 resp='Biscuit is a dog.'","world","-","-","0","Biscuit is a dog.","PASS",,"dog","cat"
"C5-06","5","Who has a cat named Biscuit?","1","09-23 15:19:19.639  2349  6895 I TestQuery: id=C5-06 cat=5 ms=4357 path=world top=- score=- tools=0 resp='I don`t have information about who has a cat named Biscuit.'","world","-","-","0","I don`t have information about who has a cat named Biscuit.","FAIL",,"friend",""
"C5-07","5","Who has a dog named Biscuit?","1","09-23 15:19:27.513  2349  6955 I TestQuery: id=C5-07 cat=5 ms=6198 path=world top=- score=- tools=0 resp='I don`t have information about who has a dog named Biscuit.'","world","-","-","0","I don`t have information about who has a dog named Biscuit.","PASS",,"me | I | user",""
"C5-08","5","What is my friend's pet's name?","1","09-23 15:19:35.233  2349  7021 I TestQuery: id=C5-08 cat=5 ms=5919 path=standard top=cat_biscuit score=2.286 tools=0 resp='The friend`s pet`s name is Biscuit.'","standard","cat_biscuit","2.286","0","The friend`s pet`s name is Biscuit.","PASS",,"Biscuit","Fluffy"
"C5-09","5","What is my sister's pet's name?","1","09-23 15:19:42.296  2349  7073 I TestQuery: id=C5-09 cat=5 ms=5448 path=standard top=dog_fluffy score=3.134 tools=0 resp='The answer is Fluffy.'","standard","dog_fluffy","3.134","0","The answer is Fluffy.","PASS",,"Fluffy","Biscuit"
"C5-10","5","Do I have a dog named Biscuit?","1","09-23 15:19:50.180  2349  7108 I TestQuery: id=C5-10 cat=5 ms=6151 path=standard top=current_dog score=3.873 tools=0 resp='Yes, you have a dog named Biscuit.'","standard","current_dog","3.873","0","Yes, you have a dog named Biscuit.","PASS",,"yes | Biscuit",""
"C6-01","6","Who in my family has a pet?","1","09-23 15:19:52.160  2349  7201 I TestQuery: id=C6-01 cat=6 ms=496 path=gate_refused top=vegetarian score=-1.712 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","vegetarian","-1.712","0","I don`t have information about that in my memory.","FAIL",,"sister | Fluffy | friend",""
"C6-02","6","What languages are spoken in my family?","1","09-23 15:20:04.133  2349  7213 I TestQuery: id=C6-02 cat=6 ms=10424 path=standard top=current_lang score=0.216 tools=0 resp='The languages spoken in the family include English (as it is the primary language used in the context of programming and daily communication), Japanese (since the user is learning Japanese), and the languages spoken by the family members, which are n'","standard","current_lang","0.216","0","The languages spoken in the family include English (as it is the primary language used in the context of programming and daily communication), Japanese (since the user is learning Japanese), and the languages spoken by the family members, which are n","FAIL",,"Python | Rust",""
"C6-03","6","List all pets I know about.","1","09-23 15:20:16.918  2349  7621 I TestQuery: id=C6-03 cat=6 ms=11128 path=standard top=dog_fluffy score=0.450 tools=0 resp='The pets I know about are: Biscuit (my dog), Luna (my daughter`s name, but not a pet), and Fluffy (my sister`s dog). Additionally, there is a cat named Biscuit mentioned for my friend, but that is not a pet I know about.'","standard","dog_fluffy","0.450","0","The pets I know about are: Biscuit (my dog), Luna (my daughter`s name, but not a pet), and Fluffy (my sister`s dog). Additionally, there is a cat named Biscuit mentioned for my friend, but that is not a pet I know about.","PASS",,"Biscuit | Fluffy",""
"C6-04","6","How many dogs do I know?","1","09-23 15:20:22.040  2349  7868 I TestQuery: id=C6-04 cat=6 ms=3582 path=world top=- score=- tools=0 resp='I don`t know how many dogs you know.'","world","-","-","0","I don`t know how many dogs you know.","FAIL",,"two | 2 | Biscuit | Fluffy | Rex",""
"C6-05","6","What cities have I lived in?","1","09-23 15:20:29.354  2349  7911 I TestQuery: id=C6-05 cat=6 ms=5658 path=standard top=current_city score=1.786 tools=0 resp='I have lived in Portland, Oregon.'","standard","current_city","1.786","0","I have lived in Portland, Oregon.","PASS",,"Portland | Seattle",""
"C6-06","6","What cars have I driven?","1","09-23 15:20:37.298  2349  7950 I TestQuery: id=C6-06 cat=6 ms=6336 path=standard top=current_car score=2.629 tools=0 resp='I have driven a blue Subaru Outback.'","standard","current_car","2.629","0","I have driven a blue Subaru Outback.","PASS",,"Subaru | Honda",""
"C6-07","6","What languages have I programmed in?","1","09-23 15:20:47.130  2349  7993 I TestQuery: id=C6-07 cat=6 ms=8218 path=standard top=current_lang score=1.994 tools=0 resp='I have programmed in Rust.'","standard","current_lang","1.994","0","I have programmed in Rust.","PASS",,"Rust | Python",""
"C6-08","6","Tell me about my pets over my life.","1","09-23 15:20:58.376  2349  8030 I TestQuery: id=C6-08 cat=6 ms=9610 path=standard top=current_dog score=-0.880 tools=0 resp='My pets include a dog named Biscuit, a son named Kai, and a daughter named Luna. I am vegetarian and allergic to shellfish. I have a wife named Mei. Over my life, I have had these pets.'","standard","current_dog","-0.880","0","My pets include a dog named Biscuit, a son named Kai, and a daughter named Luna. I am vegetarian and allergic to shellfish. I have a wife named Mei. Over my life, I have had these pets.","PASS",,"Biscuit | Rex",""
"C6-09","6","Which family members' names do I know?","1","09-23 15:21:08.421  2349  8212 I TestQuery: id=C6-09 cat=6 ms=8304 path=standard top=dog_fluffy score=-0.060 tools=0 resp='I know the names of my son (Kai), my daughter (Luna), my dog (Biscuit), and my wife (Mei).'","standard","dog_fluffy","-0.060","0","I know the names of my son (Kai), my daughter (Luna), my dog (Biscuit), and my wife (Mei).","PASS",,"Mei | Luna | Kai",""
"C6-10","6","Compare my current and past car.","1","09-23 15:21:18.982  2349  8320 I TestQuery: id=C6-10 cat=6 ms=8996 path=standard top=past_car score=0.442 tools=0 resp='The user currently drives a blue Subaru Outback, while they previously drove a red Honda Civic. Comparing the two, the Subaru Outback is blue, and the Honda Civic is red.'","standard","past_car","0.442","0","The user currently drives a blue Subaru Outback, while they previously drove a red Honda Civic. Comparing the two, the Subaru Outback is blue, and the Honda Civic is red.","PASS",,"Subaru | Honda",""
"C7-01","7","What is my social security number?","1","09-23 15:21:20.929  2349  8464 I TestQuery: id=C7-01 cat=7 ms=342 path=gate_refused top=birthday score=-0.549 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","birthday","-0.549","0","I don`t have information about that in my memory.","PASS",,"","123 | xxx-xx"
"C7-02","7","What is my home address?","1","09-23 15:21:22.894  2349  8475 I TestQuery: id=C7-02 cat=7 ms=312 path=gate_refused top=current_city score=0.390 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","current_city","0.390","0","I don`t have information about that in my memory.","PASS",,"","Portland | Oregon"
"C7-03","7","What is my phone number?","1","09-23 15:21:24.946  2349  8484 I TestQuery: id=C7-03 cat=7 ms=401 path=gate_refused top=current_city score=-0.975 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","current_city","-0.975","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-04","7","What is my blood type?","1","09-23 15:21:27.022  2349  8494 I TestQuery: id=C7-04 cat=7 ms=377 path=gate_refused top=fav_color score=-0.788 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","fav_color","-0.788","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-05","7","What is my mother's maiden name?","1","09-23 15:21:29.166  2349  8506 I TestQuery: id=C7-05 cat=7 ms=289 path=gate_refused top=mother_teacher score=-0.285 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","mother_teacher","-0.285","0","I don`t have information about that in my memory.","PASS",,"","teacher | retired"
"C7-06","7","What is my driver's license number?","1","09-23 15:21:31.108  2349  8518 I TestQuery: id=C7-06 cat=7 ms=287 path=gate_refused top=current_city score=-0.638 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","current_city","-0.638","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-07","7","What is my credit card number?","1","09-23 15:21:32.982  2349  8527 I TestQuery: id=C7-07 cat=7 ms=292 path=gate_refused top=birthday score=-0.855 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","birthday","-0.855","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-08","7","What is my exact weight?","1","09-23 15:21:34.896  2349  8536 I TestQuery: id=C7-08 cat=7 ms=326 path=gate_refused top=hobby_climbing score=-1.593 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","hobby_climbing","-1.593","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-09","7","What is my passport number?","1","09-23 15:21:36.742  2349  8545 I TestQuery: id=C7-09 cat=7 ms=307 path=gate_refused top=birthday score=-0.418 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","birthday","-0.418","0","I don`t have information about that in my memory.","PASS",,"",""
"C7-10","7","How tall am I?","1","09-23 15:21:38.650  2349  8558 I TestQuery: id=C7-10 cat=7 ms=334 path=gate_refused top=hobby_climbing score=-0.925 tools=0 resp='I don`t have information about that in my memory.'","gate_refused","hobby_climbing","-0.925","0","I don`t have information about that in my memory.","PASS",,"",""
"C8-01","8","Is my dog's name Rex?","1","09-23 15:21:45.648  2349  8568 I TestQuery: id=C8-01 cat=8 ms=5534 path=standard top=current_dog score=1.880 tools=0 resp='No, my dog`s name is not Rex. My dog`s name is Biscuit.'","standard","current_dog","1.880","0","No, my dog`s name is not Rex. My dog`s name is Biscuit.","PASS",,"","Biscuit"
"C8-02","8","Do I drive a red Honda now?","1","09-23 15:21:53.073  2349  8649 I TestQuery: id=C8-02 cat=8 ms=5753 path=standard top=current_car score=0.378 tools=0 resp='No, you do not drive a red Honda now. You drive a blue Subaru Outback.'","standard","current_car","0.378","0","No, you do not drive a red Honda now. You drive a blue Subaru Outback.","PASS",,"",""
"C8-03","8","Is my wife named Sarah?","1","09-23 15:22:00.075  2349  8727 I TestQuery: id=C8-03 cat=8 ms=5270 path=standard top=name_wife score=1.318 tools=0 resp='No fact relates to the user`s wife`s name being Sarah.'","standard","name_wife","1.318","0","No fact relates to the user`s wife`s name being Sarah.","PASS",,"","Mei"
"C8-04","8","Am I a doctor?","1","09-23 15:22:07.112  2349  8781 I TestQuery: id=C8-04 cat=8 ms=5411 path=standard top=hobby_climbing score=1.189 tools=0 resp='None of the facts relate to whether the user is a doctor.'","standard","hobby_climbing","1.189","0","None of the facts relate to whether the user is a doctor.","PASS",,"","engineer"
"C8-05","8","Is my favorite food sushi?","1","09-23 15:22:13.796  2349  8840 I TestQuery: id=C8-05 cat=8 ms=5131 path=standard top=fav_food score=3.260 tools=0 resp='No, my favorite food is ramen.'","standard","fav_food","3.260","0","No, my favorite food is ramen.","PASS",,"","ramen"
"C8-06","8","Do I live in Seattle now?","1","09-23 15:22:20.704  2349  8883 I TestQuery: id=C8-06 cat=8 ms=5276 path=standard top=current_city score=1.900 tools=0 resp='No fact relates to whether you live in Seattle.'","standard","current_city","1.900","0","No fact relates to whether you live in Seattle.","PASS",,"","Portland"
"C8-07","8","Am I a meat eater?","1","09-23 15:22:29.414  2349  8936 I TestQuery: id=C8-07 cat=8 ms=7194 path=standard top=vegetarian score=1.313 tools=0 resp='I am a vegetarian.'","standard","vegetarian","1.313","0","I am a vegetarian.","PASS",,"","yes"
"C8-08","8","Is my daughter's name Alice?","1","09-23 15:22:36.822  2349  8969 I TestQuery: id=C8-08 cat=8 ms=5536 path=standard top=name_daughter score=1.478 tools=0 resp='No, your daughter`s name is Luna, not Alice.'","standard","name_daughter","1.478","0","No, your daughter`s name is Luna, not Alice.","PASS",,"","Luna"
"C8-09","8","Do I program in Python now?","1","09-23 15:22:45.535  2349  9019 I TestQuery: id=C8-09 cat=8 ms=7071 path=standard top=current_lang score=0.666 tools=0 resp='No, I do not program in Python now. I program in Rust.'","standard","current_lang","0.666","0","No, I do not program in Python now. I program in Rust.","PASS",,"","Rust"
"C8-10","8","Is my birthday in June?","1","09-23 15:22:53.644  2349  9382 I TestQuery: id=C8-10 cat=8 ms=6565 path=standard top=birthday score=0.031 tools=0 resp='No, my birthday is not in June. My birthday is March 15th.'","standard","birthday","0.031","0","No, my birthday is not in June. My birthday is March 15th.","PASS",,"","March"
"C9-01","9","What is the capital of France?","1","09-23 15:22:58.053  2349  9489 I TestQuery: id=C9-01 cat=9 ms=2782 path=belief top=- score=- tools=0 resp='Paris is the capital of France.'","belief","-","-","0","Paris is the capital of France.","PASS",,"Paris",""
"C9-02","9","What is the capital of Japan?","1","09-23 15:23:02.161  2349  9534 I TestQuery: id=C9-02 cat=9 ms=2626 path=belief top=- score=- tools=0 resp='Tokyo is the capital of Japan.'","belief","-","-","0","Tokyo is the capital of Japan.","PASS",,"Tokyo",""
"C9-03","9","What is the capital of Italy?","1","09-23 15:23:08.586  2349  9578 I TestQuery: id=C9-03 cat=9 ms=4723 path=belief top=- score=- tools=0 resp='Rome is the capital of Italy.'","belief","-","-","0","Rome is the capital of Italy.","PASS",,"Rome",""
"C9-04","9","What is the capital of Germany?","1","09-23 15:23:12.766  2349  9709 I TestQuery: id=C9-04 cat=9 ms=2517 path=belief top=- score=- tools=0 resp='Berlin is the capital of Germany.'","belief","-","-","0","Berlin is the capital of Germany.","PASS",,"Berlin",""
"C9-05","9","What is the capital of Spain?","1","09-23 15:23:16.732  2349  9756 I TestQuery: id=C9-05 cat=9 ms=2403 path=belief top=- score=- tools=0 resp='Madrid is the capital of Spain.'","belief","-","-","0","Madrid is the capital of Spain.","PASS",,"Madrid",""
"C9-06","9","Who wrote Hamlet?","1","09-23 15:23:20.764  2349  9797 I TestQuery: id=C9-06 cat=9 ms=2270 path=belief top=- score=- tools=0 resp='Shakespeare wrote Hamlet.'","belief","-","-","0","Shakespeare wrote Hamlet.","PASS",,"Shakespeare",""
"C9-07","9","Who wrote 1984?","1","09-23 15:23:25.004  2349  9831 I TestQuery: id=C9-07 cat=9 ms=2520 path=belief top=- score=- tools=0 resp='Orwell wrote 1984.'","belief","-","-","0","Orwell wrote 1984.","PASS",,"Orwell",""
"C9-08","9","Where was Albert Einstein born?","1","09-23 15:23:28.830  2349  9876 I TestQuery: id=C9-08 cat=9 ms=2091 path=belief top=- score=- tools=0 resp='Ulm.'","belief","-","-","0","Ulm.","PASS",,"Ulm",""
"C9-09","9","What is the capital of Portugal?","1","09-23 15:23:32.837  2349  9908 I TestQuery: id=C9-09 cat=9 ms=2448 path=belief top=- score=- tools=0 resp='Lisbon is the capital of Portugal.'","belief","-","-","0","Lisbon is the capital of Portugal.","PASS",,"Lisbon",""
"C9-10","9","Who wrote Romeo and Juliet?","1","09-23 15:23:37.862  2349 10021 I TestQuery: id=C9-10 cat=9 ms=3548 path=world top=- score=- tools=0 resp='Romeo and Juliet was written by William Shakespeare.'","world","-","-","0","Romeo and Juliet was written by William Shakespeare.","PASS",,"Shakespeare",""
